100
40 430
16 29 5.0
16 31 6.0
16 32 7.0
16 33 4.0
16 34 5.0
16 35 3.0
16 36 3.0
16 37 9.0
17 19 7.0
17 20 1.0
17 21 1.0
17 22 4.0
17 23 7.0
17 25 9.0
17 26 2.0
17 27 1.0
17 29 2.0
17 30 3.0
17 32 1.0
17 36 2.0
17 38 4.0
18 17 4.0
18 19 5.0
18 21 5.0
18 22 6.0
18 23 8.0
18 24 7.0
18 25 5.0
18 28 4.0
18 30 7.0
18 32 9.0
18 33 5.0
18 35 2.0
18 38 7.0
18 39 9.0
19 18 3.0
19 21 7.0
19 24 9.0
19 28 9.0
19 29 9.0
19 33 4.0
19 35 4.0
19 37 2.0
20 4 6.0
20 21 5.0
20 22 8.0
20 24 1.0
20 25 4.0
20 26 4.0
20 27 1.0
20 28 7.0
20 29 1.0
20 30 9.0
20 31 5.0
20 37 5.0
20 38 5.0
21 7 8.0
21 23 1.0
21 24 2.0
21 25 3.0
21 26 9.0
21 27 4.0
21 31 7.0
21 33 8.0
21 35 9.0
21 37 8.0
22 19 5.0
22 23 6.0
22 24 3.0
22 25 6.0
22 27 6.0
22 28 8.0
22 29 3.0
22 33 8.0
22 34 8.0
22 35 5.0
22 38 9.0
22 39 7.0
23 8 5.0
23 24 7.0
23 25 2.0
23 26 2.0
23 28 4.0
23 30 6.0
23 31 4.0
23 32 4.0
23 34 8.0
23 36 1.0
23 39 7.0
24 26 1.0
24 27 5.0
24 28 5.0
24 29 9.0
24 35 9.0
24 36 1.0
24 37 5.0
24 39 7.0
25 26 4.0
25 27 6.0
25 30 9.0
25 32 1.0
25 34 9.0
25 36 3.0
25 38 7.0
25 39 8.0
26 31 1.0
26 32 2.0
26 33 3.0
26 34 9.0
26 37 8.0
26 38 9.0
26 39 3.0
27 28 5.0
27 30 7.0
27 33 4.0
27 34 1.0
27 35 6.0
27 36 1.0
27 37 8.0
27 38 6.0
28 31 5.0
28 32 8.0
28 33 3.0
28 35 6.0
28 36 1.0
28 38 9.0
28 39 7.0
29 25 1.0
29 31 5.0
29 33 5.0
29 34 2.0
29 35 6.0
29 36 8.0
30 31 2.0
30 33 9.0
30 35 3.0
31 29 5.0
31 32 7.0
31 33 9.0
31 34 9.0
31 36 9.0
31 38 7.0
32 26 8.0
32 36 2.0
32 38 6.0
32 39 1.0
33 18 8.0
33 24 4.0
33 37 5.0
33 38 7.0
34 38 8.0
34 39 7.0
35 7 6.0
35 34 8.0
35 36 8.0
35 38 3.0
36 37 9.0
36 38 4.0
37 38 7.0
38 35 5.0
39 36 7.0
40 429
0 1 8.0
0 2 1.0
0 6 4.0
0 8 4.0
0 9 9.0
0 10 7.0
0 15 2.0
0 17 1.0
0 18 7.0
0 20 6.0
0 21 4.0
0 22 8.0
0 23 5.0
0 26 3.0
0 27 9.0
0 28 4.0
0 30 5.0
0 31 3.0
0 32 6.0
0 33 2.0
0 34 2.0
0 36 2.0
0 37 2.0
0 38 6.0
0 39 8.0
1 2 5.0
1 4 2.0
1 5 7.0
1 6 8.0
1 8 2.0
1 9 5.0
1 10 5.0
1 13 5.0
1 17 6.0
1 18 7.0
1 19 6.0
1 21 5.0
1 22 3.0
1 26 5.0
1 27 9.0
1 28 9.0
1 29 5.0
1 31 5.0
1 32 2.0
1 38 7.0
1 39 4.0
2 0 5.0
2 4 5.0
2 6 9.0
2 7 3.0
2 9 6.0
2 11 4.0
2 16 2.0
2 18 3.0
2 21 7.0
2 27 1.0
2 28 3.0
2 30 4.0
2 31 5.0
2 33 4.0
2 34 8.0
2 35 7.0
2 36 5.0
2 37 3.0
2 38 7.0
2 39 6.0
3 4 5.0
3 5 1.0
3 7 9.0
3 9 4.0
3 10 1.0
3 12 8.0
3 13 1.0
3 14 2.0
3 15 5.0
3 21 2.0
3 25 3.0
3 26 7.0
3 27 5.0
3 28 7.0
3 30 4.0
3 31 4.0
3 32 6.0
3 34 6.0
3 35 1.0
3 36 4.0
3 37 8.0
3 39 1.0
4 6 3.0
4 7 1.0
4 13 7.0
4 15 6.0
4 16 1.0
4 18 9.0
4 19 5.0
4 20 3.0
4 21 4.0
4 23 9.0
4 27 4.0
4 28 2.0
4 29 4.0
4 31 6.0
4 34 5.0
4 38 6.0
5 7 4.0
5 9 1.0
5 12 2.0
5 13 1.0
5 19 1.0
5 20 7.0
5 23 4.0
5 26 4.0
5 27 2.0
5 28 1.0
5 29 1.0
5 31 1.0
5 32 2.0
5 33 4.0
5 34 1.0
5 35 4.0
5 37 7.0
6 8 9.0
6 9 9.0
6 13 6.0
6 14 4.0
6 16 4.0
6 21 7.0
6 22 5.0
6 26 9.0
6 27 8.0
6 30 7.0
6 31 2.0
6 34 1.0
7 9 7.0
7 11 4.0
7 12 9.0
7 14 9.0
7 15 4.0
7 16 5.0
7 17 3.0
7 19 1.0
7 21 1.0
7 23 8.0
7 25 3.0
7 26 7.0
7 27 8.0
7 28 8.0
7 29 5.0
7 36 5.0
7 38 9.0
8 9 6.0
8 10 3.0
8 11 5.0
8 13 1.0
8 18 6.0
8 20 3.0
8 26 7.0
8 28 9.0
8 29 9.0
8 30 3.0
8 33 8.0
8 34 7.0
8 38 3.0
9 3 2.0
9 10 5.0
9 11 2.0
9 14 2.0
9 17 6.0
9 18 1.0
9 19 1.0
9 20 3.0
9 22 3.0
9 24 4.0
9 28 3.0
9 31 6.0
9 32 9.0
9 33 3.0
9 35 1.0
9 38 7.0
9 39 1.0
10 17 5.0
10 19 5.0
10 21 8.0
10 26 7.0
10 27 4.0
10 28 8.0
10 31 3.0
10 32 6.0
10 35 6.0
10 36 5.0
10 39 9.0
11 9 9.0
11 13 8.0
11 14 7.0
11 15 5.0
11 16 1.0
11 17 9.0
11 19 9.0
11 22 4.0
11 25 7.0
11 26 1.0
11 29 9.0
11 34 3.0
11 36 5.0
11 38 2.0
12 13 3.0
12 14 3.0
12 16 5.0
12 17 5.0
12 19 9.0
12 20 7.0
12 21 4.0
12 22 7.0
12 24 5.0
12 26 9.0
12 28 2.0
12 29 9.0
12 32 2.0
12 33 3.0
12 35 1.0
12 37 7.0
12 39 1.0
13 14 4.0
13 15 7.0
13 17 3.0
13 20 1.0
13 22 4.0
13 23 6.0
13 24 2.0
13 26 8.0
13 28 4.0
13 29 5.0
13 31 9.0
13 32 2.0
13 33 2.0
13 34 4.0
13 35 4.0
13 37 4.0
13 39 4.0
14 15 3.0
14 19 2.0
14 23 4.0
14 24 8.0
14 25 8.0
14 26 4.0
14 27 2.0
14 29 5.0
14 30 4.0
14 31 5.0
14 32 1.0
14 38 6.0
14 39 8.0
15 11 5.0
15 16 3.0
15 18 8.0
15 19 5.0
15 20 2.0
15 21 6.0
15 22 6.0
15 30 6.0
15 31 4.0
15 34 4.0
15 35 1.0
15 36 4.0
15 37 8.0
15 39 4.0
16 7 1.0
16 17 5.0
16 19 9.0
16 21 7.0
16 22 2.0
16 23 6.0
16 26 3.0
16 27 3.0
16 30 9.0
16 32 8.0
16 33 9.0
16 38 2.0
17 5 9.0
17 22 3.0
17 25 9.0
17 27 5.0
17 29 1.0
17 32 9.0
17 33 6.0
17 35 4.0
17 36 6.0
17 37 5.0
17 38 6.0
17 39 6.0
18 19 8.0
18 21 4.0
18 22 4.0
18 24 7.0
18 25 9.0
18 26 9.0
18 28 9.0
18 29 9.0
18 30 2.0
18 31 2.0
18 32 5.0
18 34 6.0
18 36 8.0
18 37 3.0
19 17 1.0
19 21 6.0
19 22 1.0
19 23 3.0
19 24 4.0
19 25 1.0
19 27 9.0
19 28 6.0
19 30 7.0
19 33 8.0
19 34 4.0
19 36 2.0
19 37 7.0
19 38 9.0
19 39 5.0
20 22 8.0
20 23 2.0
20 24 2.0
20 25 4.0
20 26 5.0
20 27 6.0
20 28 4.0
20 30 1.0
20 35 3.0
20 36 5.0
20 38 2.0
21 24 1.0
21 27 3.0
21 31 9.0
21 32 1.0
21 33 4.0
21 34 3.0
21 35 9.0
21 36 8.0
22 12 3.0
22 25 2.0
22 26 5.0
22 29 9.0
22 30 8.0
22 33 3.0
22 38 4.0
22 39 3.0
23 25 4.0
23 26 5.0
23 27 7.0
23 28 6.0
23 30 4.0
23 36 2.0
23 39 4.0
24 25 3.0
24 26 1.0
24 29 9.0
24 30 5.0
24 31 7.0
24 33 9.0
24 36 4.0
24 37 8.0
25 15 8.0
25 28 8.0
25 32 8.0
25 33 8.0
25 35 6.0
25 36 8.0
25 39 9.0
26 14 1.0
26 27 9.0
26 30 4.0
26 32 2.0
26 33 3.0
26 34 2.0
26 36 1.0
27 1 5.0
27 8 3.0
27 28 2.0
27 29 9.0
27 31 8.0
27 32 4.0
27 35 7.0
27 37 9.0
27 38 8.0
28 4 9.0
28 29 7.0
28 30 1.0
28 31 4.0
28 33 6.0
28 35 6.0
28 36 2.0
28 38 5.0
29 25 4.0
29 33 2.0
29 35 1.0
29 36 6.0
29 39 3.0
30 31 2.0
30 34 1.0
30 38 1.0
31 6 2.0
31 33 8.0
31 36 3.0
31 38 3.0
31 39 9.0
32 35 4.0
32 37 1.0
32 39 3.0
33 20 7.0
33 34 6.0
33 35 3.0
33 36 2.0
33 39 6.0
34 32 3.0
34 35 1.0
34 36 4.0
34 37 9.0
34 38 8.0
34 39 1.0
35 33 1.0
35 36 9.0
35 38 2.0
35 39 3.0
36 37 1.0
36 38 3.0
37 38 4.0
38 26 3.0
38 36 4.0
39 34 3.0
40 430
0 1 4.0
0 3 7.0
0 6 5.0
0 7 5.0
0 11 4.0
0 12 1.0
0 13 5.0
0 16 6.0
0 17 2.0
0 18 5.0
0 19 1.0
0 21 4.0
0 24 8.0
0 27 6.0
0 28 3.0
0 30 4.0
0 33 9.0
0 38 4.0
0 39 2.0
1 2 9.0
1 3 3.0
1 5 3.0
1 6 6.0
1 8 3.0
1 11 6.0
1 12 8.0
1 13 9.0
1 14 9.0
1 16 1.0
1 17 9.0
1 18 1.0
1 22 8.0
1 24 9.0
1 26 2.0
1 28 1.0
1 29 1.0
1 31 7.0
1 32 2.0
1 34 8.0
1 35 6.0
1 38 9.0
1 39 8.0
2 0 1.0
2 4 9.0
2 7 3.0
2 10 1.0
2 12 8.0
2 17 5.0
2 18 4.0
2 19 7.0
2 20 7.0
2 24 4.0
2 25 3.0
2 28 4.0
2 29 8.0
2 30 1.0
2 31 5.0
2 33 3.0
2 34 4.0
2 36 4.0
3 5 1.0
3 7 4.0
3 9 7.0
3 10 5.0
3 11 7.0
3 12 5.0
3 13 2.0
3 15 1.0
3 17 8.0
3 18 1.0
3 20 7.0
3 21 5.0
3 22 1.0
3 26 5.0
3 27 6.0
3 31 4.0
3 32 3.0
3 35 6.0
3 37 3.0
3 39 6.0
4 6 7.0
4 7 9.0
4 8 2.0
4 11 4.0
4 14 1.0
4 21 1.0
4 22 6.0
4 23 6.0
4 24 9.0
4 25 6.0
4 26 6.0
4 31 1.0
4 35 3.0
4 37 7.0
4 38 3.0
4 39 3.0
5 6 3.0
5 7 8.0
5 8 1.0
5 11 4.0
5 13 2.0
5 14 6.0
5 15 5.0
5 16 2.0
5 17 4.0
5 18 5.0
5 21 5.0
5 24 9.0
5 27 9.0
5 30 2.0
5 32 5.0
5 35 2.0
5 36 2.0
5 37 1.0
5 38 3.0
5 39 3.0
6 7 7.0
6 8 3.0
6 10 7.0
6 11 4.0
6 13 8.0
6 15 6.0
6 16 4.0
6 18 2.0
6 24 8.0
6 25 5.0
6 26 3.0
6 28 7.0
6 30 4.0
6 31 6.0
6 32 9.0
6 34 9.0
6 35 1.0
6 36 9.0
6 37 2.0
6 38 1.0
7 8 8.0
7 9 4.0
7 10 6.0
7 11 8.0
7 13 7.0
7 14 5.0
7 15 3.0
7 20 8.0
7 21 2.0
7 24 6.0
7 25 7.0
7 26 8.0
7 27 2.0
7 31 5.0
7 32 6.0
7 34 3.0
7 35 9.0
7 36 7.0
7 37 3.0
7 38 1.0
8 10 7.0
8 11 5.0
8 14 9.0
8 18 4.0
8 20 6.0
8 24 8.0
8 25 7.0
8 27 5.0
8 29 9.0
8 30 7.0
8 31 1.0
8 32 8.0
8 34 3.0
8 35 7.0
8 36 9.0
8 37 3.0
8 39 1.0
9 5 8.0
9 12 4.0
9 13 6.0
9 20 4.0
9 23 6.0
9 26 8.0
9 28 4.0
9 31 1.0
9 32 6.0
9 37 3.0
10 13 5.0
10 16 3.0
10 17 8.0
10 19 1.0
10 22 5.0
10 24 3.0
10 25 5.0
10 26 1.0
10 29 4.0
10 31 2.0
10 32 4.0
10 34 7.0
10 37 9.0
11 14 2.0
11 15 5.0
11 16 3.0
11 19 4.0
11 20 6.0
11 21 9.0
11 25 6.0
11 26 6.0
11 30 4.0
11 31 2.0
11 34 3.0
11 35 1.0
11 36 8.0
11 37 5.0
12 3 6.0
12 13 9.0
12 14 2.0
12 16 5.0
12 18 3.0
12 19 2.0
12 23 3.0
12 25 1.0
12 27 7.0
12 28 5.0
12 30 3.0
12 33 4.0
12 34 1.0
12 35 6.0
12 36 7.0
12 38 3.0
13 12 7.0
13 16 1.0
13 20 1.0
13 21 2.0
13 23 5.0
13 24 6.0
13 26 4.0
13 33 5.0
13 35 8.0
13 36 9.0
13 38 1.0
13 39 7.0
14 8 8.0
14 16 1.0
14 17 1.0
14 19 2.0
14 20 7.0
14 21 3.0
14 23 2.0
14 25 6.0
14 26 8.0
14 29 2.0
14 30 1.0
14 31 2.0
14 33 8.0
14 36 1.0
14 37 6.0
15 13 3.0
15 19 6.0
15 23 4.0
15 26 2.0
15 27 6.0
15 28 7.0
15 29 7.0
15 32 9.0
15 33 9.0
15 34 1.0
15 36 8.0
15 37 7.0
16 6 2.0
16 17 1.0
16 20 2.0
16 24 1.0
16 25 3.0
16 26 8.0
16 27 1.0
16 28 7.0
16 30 6.0
16 32 8.0
16 33 9.0
16 36 2.0
16 37 5.0
16 38 6.0
17 18 2.0
17 20 9.0
17 21 3.0
17 22 9.0
17 24 4.0
17 25 8.0
17 26 7.0
17 29 8.0
17 36 5.0
17 37 9.0
18 4 9.0
18 19 1.0
18 20 5.0
18 24 8.0
18 25 5.0
18 27 4.0
18 28 2.0
18 29 5.0
18 30 3.0
18 31 1.0
18 32 6.0
18 37 6.0
18 38 6.0
18 39 2.0
19 0 7.0
19 16 5.0
19 21 4.0
19 22 1.0
19 23 1.0
19 26 5.0
19 28 2.0
19 29 1.0
19 32 9.0
19 34 3.0
19 35 4.0
19 36 3.0
19 37 6.0
19 39 9.0
20 7 5.0
20 21 4.0
20 22 6.0
20 23 3.0
20 26 8.0
20 27 6.0
20 29 4.0
20 32 9.0
20 33 7.0
20 36 3.0
20 38 6.0
20 39 1.0
21 23 1.0
21 24 4.0
21 25 5.0
21 27 7.0
21 30 4.0
21 37 7.0
21 39 9.0
22 23 8.0
22 24 3.0
22 25 5.0
22 26 6.0
22 27 7.0
22 32 1.0
22 33 6.0
22 36 1.0
22 38 5.0
22 39 5.0
23 27 7.0
23 28 3.0
23 29 7.0
23 32 9.0
23 33 8.0
23 35 9.0
23 36 2.0
23 37 4.0
23 39 3.0
24 25 1.0
24 26 3.0
24 27 8.0
24 29 4.0
24 32 3.0
24 37 3.0
24 38 8.0
25 24 9.0
25 28 9.0
25 30 6.0
25 31 6.0
25 33 4.0
25 34 4.0
25 35 4.0
25 38 1.0
26 27 6.0
26 30 4.0
26 31 5.0
26 32 6.0
26 34 4.0
26 35 2.0
26 36 2.0
26 37 6.0
26 38 7.0
26 39 3.0
27 21 3.0
27 29 9.0
27 37 9.0
27 39 8.0
28 25 5.0
28 30 7.0
28 31 7.0
28 32 5.0
28 33 5.0
28 36 6.0
28 37 3.0
29 10 1.0
29 26 5.0
29 32 6.0
29 33 3.0
29 35 5.0
29 37 3.0
29 38 6.0
29 39 4.0
30 32 2.0
30 33 5.0
30 35 5.0
30 38 9.0
30 39 8.0
31 29 9.0
31 35 7.0
31 38 5.0
31 39 9.0
32 31 4.0
32 33 5.0
32 35 3.0
32 36 9.0
32 37 7.0
33 22 9.0
33 34 8.0
33 36 1.0
34 30 5.0
34 35 3.0
34 36 2.0
35 29 6.0
35 36 6.0
35 37 1.0
35 38 7.0
36 35 7.0
36 37 6.0
36 38 6.0
37 3 9.0
38 39 2.0
39 33 9.0
39 38 9.0
40 435
0 1 8.0
0 2 2.0
0 4 3.0
0 6 2.0
0 7 7.0
0 8 1.0
0 10 8.0
0 11 9.0
0 15 1.0
0 16 4.0
0 17 6.0
0 18 5.0
0 21 6.0
0 24 4.0
0 27 2.0
0 28 1.0
0 30 9.0
0 31 9.0
0 33 8.0
0 34 9.0
0 36 5.0
0 37 9.0
1 2 8.0
1 4 1.0
1 6 2.0
1 8 5.0
1 10 9.0
1 11 3.0
1 14 9.0
1 17 9.0
1 19 4.0
1 22 6.0
1 27 9.0
1 30 2.0
1 31 1.0
1 32 4.0
1 34 2.0
1 39 4.0
2 0 9.0
2 3 8.0
2 5 1.0
2 7 4.0
2 9 4.0
2 15 5.0
2 17 6.0
2 18 6.0
2 19 8.0
2 21 1.0
2 22 1.0
2 23 4.0
2 27 1.0
2 29 6.0
2 30 3.0
2 31 6.0
2 35 9.0
2 37 7.0
2 38 1.0
2 39 7.0
3 4 1.0
3 5 5.0
3 8 3.0
3 15 1.0
3 18 8.0
3 19 5.0
3 20 9.0
3 23 1.0
3 24 2.0
3 29 6.0
3 31 6.0
3 33 2.0
3 34 2.0
4 6 2.0
4 7 3.0
4 8 1.0
4 9 9.0
4 12 7.0
4 13 2.0
4 14 7.0
4 20 9.0
4 24 8.0
4 26 5.0
4 28 1.0
4 29 8.0
4 30 3.0
4 31 2.0
4 32 9.0
4 34 2.0
4 35 5.0
4 37 1.0
4 39 8.0
5 4 3.0
5 6 6.0
5 7 6.0
5 9 4.0
5 10 6.0
5 11 3.0
5 18 3.0
5 22 1.0
5 24 9.0
5 25 4.0
5 27 5.0
5 28 6.0
5 30 7.0
5 33 3.0
5 34 2.0
5 36 7.0
6 7 9.0
6 9 4.0
6 11 6.0
6 12 4.0
6 15 8.0
6 17 7.0
6 18 7.0
6 20 5.0
6 22 7.0
6 23 5.0
6 24 5.0
6 25 1.0
6 26 5.0
6 27 9.0
6 30 8.0
6 33 6.0
6 34 3.0
6 35 6.0
6 36 9.0
6 37 1.0
6 38 6.0
7 9 5.0
7 10 4.0
7 11 8.0
7 12 6.0
7 21 9.0
7 22 1.0
7 23 9.0
7 24 6.0
7 32 5.0
7 34 5.0
7 35 4.0
7 36 2.0
7 37 2.0
8 10 9.0
8 13 3.0
8 14 5.0
8 16 8.0
8 17 3.0
8 26 7.0
8 29 3.0
8 32 4.0
8 33 1.0
8 34 7.0
8 36 5.0
8 37 2.0
8 38 1.0
8 39 6.0
9 3 8.0
9 11 8.0
9 13 9.0
9 14 1.0
9 17 7.0
9 19 5.0
9 20 6.0
9 21 7.0
9 22 4.0
9 23 9.0
9 26 1.0
9 31 2.0
9 32 2.0
9 36 9.0
9 38 2.0
9 39 5.0
10 11 3.0
10 16 1.0
10 17 8.0
10 18 1.0
10 20 7.0
10 24 9.0
10 28 5.0
10 34 8.0
10 36 3.0
10 37 1.0
10 38 7.0
11 5 6.0
11 12 8.0
11 13 6.0
11 14 9.0
11 15 7.0
11 17 1.0
11 19 8.0
11 20 3.0
11 21 6.0
11 22 3.0
11 23 1.0
11 24 9.0
11 25 9.0
11 26 8.0
11 28 6.0
11 29 1.0
11 30 4.0
11 32 5.0
11 33 9.0
11 34 8.0
11 35 1.0
11 36 3.0
11 37 9.0
11 38 9.0
11 39 4.0
12 13 5.0
12 16 3.0
12 19 4.0
12 20 8.0
12 22 7.0
12 23 9.0
12 24 8.0
12 25 8.0
12 26 9.0
12 27 2.0
12 34 4.0
12 35 9.0
12 37 1.0
12 39 4.0
13 6 9.0
13 14 7.0
13 15 7.0
13 16 8.0
13 17 9.0
13 20 3.0
13 21 1.0
13 22 7.0
13 23 8.0
13 25 6.0
13 28 7.0
13 31 5.0
13 35 6.0
13 36 6.0
13 37 5.0
14 13 2.0
14 15 5.0
14 16 1.0
14 18 7.0
14 19 6.0
14 22 8.0
14 26 5.0
14 27 6.0
14 28 3.0
14 33 4.0
14 35 4.0
14 39 6.0
15 10 7.0
15 17 1.0
15 18 8.0
15 21 2.0
15 22 5.0
15 23 9.0
15 27 9.0
15 28 7.0
15 29 1.0
15 30 1.0
15 31 1.0
15 32 2.0
15 33 7.0
15 35 7.0
15 38 1.0
15 39 9.0
16 17 1.0
16 19 9.0
16 22 7.0
16 23 5.0
16 25 8.0
16 27 8.0
16 28 3.0
16 29 2.0
16 30 1.0
16 33 2.0
16 35 5.0
16 36 8.0
16 38 5.0
17 12 1.0
17 21 4.0
17 22 9.0
17 24 4.0
17 25 2.0
17 27 6.0
17 28 3.0
17 29 9.0
17 31 6.0
17 32 6.0
17 33 3.0
17 36 7.0
17 38 6.0
18 19 6.0
18 21 4.0
18 22 6.0
18 23 3.0
18 24 4.0
18 25 5.0
18 27 2.0
18 28 6.0
18 32 5.0
18 33 9.0
18 37 6.0
18 38 6.0
19 0 1.0
19 9 7.0
19 20 1.0
19 23 4.0
19 24 7.0
19 26 3.0
19 31 7.0
19 32 5.0
19 36 3.0
20 21 6.0
20 22 1.0
20 24 8.0
20 25 2.0
20 26 7.0
20 28 8.0
20 30 1.0
20 33 4.0
20 34 7.0
20 36 9.0
20 37 9.0
20 39 9.0
21 22 9.0
21 23 8.0
21 24 4.0
21 26 6.0
21 28 9.0
21 31 6.0
21 32 9.0
21 33 3.0
21 35 8.0
21 36 7.0
21 37 8.0
21 39 1.0
22 11 8.0
22 24 9.0
22 25 3.0
22 29 5.0
22 32 6.0
22 33 5.0
22 34 3.0
22 35 1.0
22 37 3.0
22 39 1.0
23 18 1.0
23 25 2.0
23 26 2.0
23 32 9.0
23 33 9.0
23 34 5.0
23 35 2.0
23 36 5.0
23 39 3.0
24 20 1.0
24 30 6.0
24 31 1.0
24 35 3.0
24 36 4.0
24 38 2.0
24 39 5.0
25 15 2.0
25 28 9.0
25 29 1.0
25 31 4.0
25 34 3.0
25 35 8.0
25 36 9.0
25 37 4.0
25 38 9.0
26 27 8.0
26 28 1.0
26 30 5.0
26 31 3.0
26 33 5.0
26 34 4.0
26 36 4.0
26 37 1.0
26 38 6.0
26 39 5.0
27 26 3.0
27 29 4.0
27 31 6.0
27 32 4.0
27 35 7.0
27 36 2.0
27 39 3.0
28 30 7.0
28 33 4.0
28 38 5.0
29 27 1.0
29 31 3.0
29 32 1.0
29 33 1.0
29 34 9.0
29 35 2.0
29 36 3.0
29 37 4.0
29 38 8.0
30 5 5.0
30 31 1.0
30 33 8.0
30 34 7.0
30 37 9.0
30 38 8.0
31 32 4.0
31 33 3.0
31 34 6.0
31 35 5.0
31 36 2.0
31 37 2.0
32 29 8.0
32 33 1.0
32 36 5.0
32 37 3.0
33 31 8.0
33 34 3.0
33 35 3.0
33 36 9.0
33 39 7.0
34 28 5.0
34 35 6.0
34 36 5.0
34 37 3.0
34 39 9.0
35 26 2.0
35 38 6.0
36 16 3.0
36 38 1.0
36 39 6.0
37 9 6.0
37 38 3.0
37 39 7.0
38 37 1.0
38 39 2.0
39 6 1.0
40 435
0 1 1.0
0 2 3.0
0 3 4.0
0 5 3.0
0 6 5.0
0 7 6.0
0 8 7.0
0 9 4.0
0 10 9.0
0 14 4.0
0 15 6.0
0 16 5.0
0 19 8.0
0 20 1.0
0 27 3.0
0 28 6.0
0 31 7.0
0 34 4.0
0 35 7.0
0 37 9.0
1 2 2.0
1 3 2.0
